audio_length,max_freq,db
25.505798509880144,22050.0,30.95363684960979
26.702048374905516,21131.25,31.51559511680381
25.23184550382653,20537.5,32.088375851085104
23.041329790249435,22537.5,32.18235994658714
36.35509750566894,22050.0,32.62367844732049
37.04890967498111,22050.0,32.31594121486066
29.58548752834467,22050.0,32.38218202300029
34.733098072562356,22050.0,32.851661717904335
31.2776581835115,22189.285714285714,32.6285190808169
31.346938775510203,22050.0,31.74347845733781
20.628541666666667,24000.0,30.79735601825741
22.727157974300827,22050.0,31.341959763828005
21.9612925170068,22050.0,32.25545250075941
29.872585034013607,22050.0,32.603238872711316
26.582772918691287,22050.0,31.88297681464096
27.396060900550697,21262.5,31.26020155178008
32.11702191987906,22050.0,31.380972435992998
22.795458333333332,24000.0,29.962936292573335
25.122063492063493,22050.0,29.66568913225169
32.27353237591333,22050.0,30.67806343341179
25.304429209183674,18537.5,31.39842341010936
29.018988245819163,22171.875,31.57435121461888
23.110868156786523,22050.0,30.75240456111847
26.734709467120172,22050.0,31.39539775417619
24.336384007306624,20879.166666666668,31.620089695388994
27.052687074829933,22050.0,30.604395861458972
27.59609977324263,22050.0,33.35412053815932
30.446479591836734,22050.0,32.176620496544494
22.78171201814059,16537.5,28.453638444520855
40.53477702191988,22050.0,31.800901858341607
31.85650793650794,22050.0,30.842183496787012
35.600030234315945,22050.0,30.158443416567504
25.899126984126987,22050.0,31.2123281431615
29.68217403628118,22050.0,31.785019802633812
25.399886621315193,22050.0,30.78225787473293
28.40948779289494,22180.0,30.732603163148383
27.54095763357427,22171.875,31.21158741264174
23.53857142857143,22050.0,33.170776977395434
31.78480931766646,22050.0,32.14632544413641
36.1599857181509,21637.5,32.05896220695977
34.76881632653061,22050.0,31.934023501361896
36.1823459080602,22050.0,32.93470222423152
23.468390022675738,22050.0,32.26481589913401
25.128770471151423,21041.666666666668,30.611460089533594
46.68027210884354,22050.0,32.46332341908215
33.494340136054426,22050.0,30.59376223576018
31.059469387755097,22050.0,31.351047706238592
19.356054421768707,22050.0,30.89889499476204
24.219143990929705,22050.0,32.27629384596288
26.174119425547996,22050.0,31.789390905803923
25.836564625850343,22050.0,27.78525328472042
21.07873015873016,22050.0,32.60505746518785
20.89873015873016,22050.0,31.939288992478918
27.354333333333333,24000.0,31.604068226322852
31.710272108843537,22050.0,33.99806284084949
38.50602418745276,22050.0,32.472927888089345
31.118979591836734,22050.0,31.39638672197387
22.163639455782313,22050.0,31.099995600847798
22.778924522189833,22050.0,31.326560749041725
31.20093780369289,22050.0,31.191016936618173
30.576437475352463,21655.434782608696,31.692084120840402
29.83640427599611,22050.0,31.220732708860908
29.79904006046863,22050.0,32.01558355143346
42.50616780045351,22050.0,30.864901600974036
35.237528344671205,22050.0,34.3243035892458
28.74108843537415,22050.0,33.05211632380743
35.38956462585034,22050.0,32.885225886696205
26.27878684807256,22050.0,32.084242144222195
23.496171923314783,22050.0,31.748911225829215
25.706582931783824,20033.333333333332,31.442188099808863
25.356167800453516,22050.0,31.648605072659365
30.23138321995465,22050.0,32.11280484018079
36.250907624716554,22310.0,31.88915572701735
32.27498866213152,19845.0,31.442680621655228
27.02202947845805,22050.0,30.842689544035714
35.65772108843537,22050.0,32.1965448407919
28.969584278155708,22050.0,31.922836209889834
27.303129251700682,14700.0,29.104870380182877
31.34312277291869,22050.0,32.349016583495406
28.184520975056692,22050.0,31.347328399619332
29.98861678004535,22050.0,30.909045809700704
44.102936507936505,22050.0,32.52750229025057
30.6721768707483,22050.0,27.720137734410724
40.960589569161,22050.0,32.96765033276587
23.780362811791385,22050.0,33.46586773466264
32.516825396825396,22050.0,30.348121800745815
42.003843537414966,22050.0,31.699073356230482
25.46902379940071,21401.785714285714,31.207768417302237
27.15438010204081,21617.85714285714,30.817223104292413
27.608526077097505,22050.0,31.65372259267516
37.44891156462585,22050.0,32.596854336328434
26.64748299319728,22050.0,32.10169953871421
23.401382275132274,21590.625,31.844087626473442
23.051196013289037,21793.60465116279,31.338491036806737
27.648138528138528,22050.0,31.74185735652144
27.277978080120935,22050.0,31.289772440769116
26.69404599935212,22050.0,31.067491325152435
54.19439909297053,22050.0,31.167753642608645
25.07469387755102,22050.0,31.995582322457928
22.753847316704462,22050.0,32.472521139253224
32.20761904761905,22050.0,29.729295021240638
23.20252545366161,21663.730569948188,31.404771647316313
22.857317791005304,22010.984848484848,31.273308070581372
28.96415121882086,22700.0,32.88812277613307
23.177936507936508,22050.0,33.35095529082999
20.955479969765687,22050.0,32.485710551501406
28.00333616780045,22050.0,30.831740104649615
32.92156714537667,22050.0,31.607935842703153
33.11954822954823,21201.923076923078,32.23806857431391
29.975192743764172,22050.0,32.343476420330475
26.302857142857142,22050.0,29.907528874512597
38.64641723356009,22050.0,33.199719961093464
19.32984126984127,22050.0,30.268082607771984
25.247671957671958,22050.0,32.82996320328903
